 (1.000000,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (1.000000,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
 (1.000000,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (1.000000,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
 (1.000000,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (1.000000,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
 (1.000000,0.0000000E+00)
 (1.000000,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (1.000000,0.0000000E+00)
 (0.0000000E+00,0.0000000E+00) (0.0000000E+00,0.0000000E+00)
